,ms,theta,u,muhs,mu3,yt,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,Lam_CP,th_bool,isEWSB,edm_Bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,vwf_1,xi_J_1,v_calculable_1,vw,Lh,dh,h0,Ls,ds,shigh,slow,Type,alpha_p,vm,vp,xi_s,Tp/TN,vel_converged,Tc,LT
0,435.1196134579475,-0.003315066790505325,-76.23165457042394,325.29682397110355,-421.76755707472086,0.9962143421831792,0.12908984060373074,7.928720855175285,4.236537066140605,-4663.3865972642825,12994.11191430407,0.5736795338626669,2.688269724817256,-0.4368351881815856,873.6025080537896,True,False,True,88.66348800157179,-69.24312406184346,1.418044058956115e-05,-61.20001129274554,148.3107597846914,2.865379976383992,0.0010664817129926688,0.0879655346532444,0.603392436098428,True,1.0,0.0010664817129926688,2.865379976383992,noneSNR,,,,,,,,,,,0.2182166064772991,0.14805977655556138,0.0,87.16339169077969,0.14805854597935697,0.17590126283804933,-61.197708888387325,-69.19148305918458,Deflagration,0.0010653708790292812,0.2182166064772991,0.21744185261360405,0.5773502681850535,1.0002604648122873,True,148.65723419352855,20.32728136170367
1,391.32336095377286,-0.002775225860596773,-74.83577079702742,270.5361746581935,-357.4685340429521,0.9970206276310748,0.12908283076886348,6.27828998084429,3.5943560026926216,-2356.5972952936445,7781.8237180967835,0.5473202637225001,2.1686318289931763,-0.3853643799171229,967.296712022276,True,False,True,88.68985743876739,-66.7471720429989,-5.3421722098932544e-06,-57.21977224064206,147.95543579774318,2.8917646790081903,0.0010758756817206164,0.08983873031999318,0.6035041072510025,True,1.0,0.0010758756817206164,2.8917646790081903,noneSNR,,,,,,,,,,,0.22425453823794775,0.14430027947244445,0.0,87.17690396651172,0.14429910870986115,0.16104636367952596,-57.21511008576006,-66.68413112994301,Deflagration,0.001074681115861633,0.22425453823794775,0.22344610076197213,0.5773502708713436,1.0002778025060062,True,148.3052164576668,19.74685022394358
2,526.4807996400468,0.002877986626205165,-131.43699671103332,818.4346953292003,-962.0483060955388,0.9759381497596328,0.1290919650005268,6.220042019757901,6.250081335756242,-45760.545799456944,-18288.31303462404,0.6475813381079143,2.5966907275655164,-1.4409744662021748,588.2863062076381,True,False,True,97.63380223526258,-127.76004111588594,2.0282956334023706e-06,-122.3924487270614,144.2701971942901,2.746668785122353,0.001330857926530732,0.09335343571141247,0.6063595581458783,True,1.0,0.001330857926530732,2.746668785122353,noneSNR,,,,,,,,,,,0.19603904526527827,0.15353370624619386,0.0,95.76275565007938,0.1535323037987763,0.2195707167629042,-122.3919163683365,-127.72782320215124,Deflagration,0.0013294630063820476,0.19603904526527827,0.19518942223123825,0.5773502741605763,1.0002621615785021,True,144.65935004899202,20.857615730190734
3,290.410807854676,-0.0071455795618824034,-65.4721678796353,162.94091583612274,-548.5918776077044,0.9960958119546476,0.12910302686594802,5.228694979503247,2.45825576636786,2426.1981228359664,-14426.98428515604,0.4995320355921089,1.7168830392704548,-0.15983242627148822,738.7572909267917,True,False,True,103.06541792684268,-54.22240064569222,-4.571328181370404e-07,-33.8483310747489,145.7253324456134,5.375101135760929,0.0013688664098165707,0.1272827068375068,0.6067595938789644,True,1.0,0.0013688664098165707,5.375101135760929,hs-SNR,,,,,,,,,,,0.30691255638853376,0.1273171872725593,0.0,101.10767947054718,0.12731666085966442,0.1275428400277073,-33.854391109919355,-54.056097339808886,Deflagration,0.0013650120315484818,0.30691255638853376,0.30532722719446104,0.5773502164358696,1.000705153313546,True,146.38756627949104,15.01772287043266
4,505.05791386970117,0.002421833760218324,-133.02054359377718,785.7136500361822,-904.2475916847787,0.9723252278681802,0.12908568037641852,5.548335794075006,5.924415257158223,-44276.921348929834,-21572.04696597313,0.6322490450024392,2.374486491378456,-1.4524108909346831,553.6036955906942,True,False,True,100.21012815671172,-129.07798996011778,7.486876669175502e-05,-122.87074266501452,143.67751505449857,3.094343150559581,0.00142560265375812,0.09940357398834687,0.6073459664343899,True,1.0,0.00142560265375812,3.094343150559581,noneSNR,,,,,,,,,,,0.20949015139508564,0.14388903048316484,0.0,98.24662540040609,0.14388783834626429,0.1924580090269259,-122.86943599368871,-129.03824048716768,Deflagration,0.0014237454637159987,0.20949015139508564,0.20850520248950233,0.577350551580612,1.0003256939988885,True,144.1120509546467,19.411355235713454
5,461.7334624279142,-0.0018888471729341626,-64.59639625722424,323.4694998700466,-375.91478816840913,0.9920024484856724,0.12907990990204096,10.270940624719554,4.984084496098579,-2672.326780294461,17863.668145916425,0.6027288386509304,3.398415905529652,-0.4755652528901573,507.68879345173104,True,False,True,107.6586125410742,-59.64723558067525,1.713314728600605e-07,-46.800950996822316,146.20051442944109,9.329415151119122,0.0016244599638622016,0.1336844140827688,0.6093091003516579,True,1.0,0.0016244599638622016,9.329415151119122,hs-SNR,,,,,,,,,,,0.3050985995192902,0.09706103876944837,0.0,105.52796620870775,0.09706053937048584,-0.014782613453562394,-46.810262590757844,-59.56483114236866,Deflagration,0.001619105832592389,0.3050985995192902,0.30323592040609926,0.5773503004096479,1.0008256978439534,True,147.05749226760784,13.427020410121898
6,263.666143584431,-0.006677592976919146,-66.13889148508044,169.14821822357246,-561.9133913783973,0.9959889880964454,0.12909391099482825,3.3344316288303326,2.5353781772658226,2182.998998314545,-23247.883893897597,0.5026877108979122,1.2561709367518872,-0.3528579789597018,736.2162558761139,True,False,True,115.33182008184171,-59.470024433384616,-4.726092410772557e-06,-25.978897058218237,142.33710730353963,14.863111727503593,0.001666319774399354,0.18408382579742846,0.6097057962581379,True,1.0,0.001666319774399354,14.863111727503593,hs-SNR,,,,,,,,,,,0.4112995105090467,0.0935893931414479,0.0,112.24761951415232,0.09358903558416155,-0.016405953549303586,-26.09883975806855,-59.207975313981855,Deflagration,0.0016530844999754226,0.4112995105090467,0.40787626539388194,0.5773509251703232,1.0019956211185188,True,143.70479386719086,10.892698730776832
7,283.2784546695258,-0.0070935637258188735,-68.8638602332562,174.73499368731092,-554.1523338648225,0.996561298452586,0.12910090886353567,4.375897316156259,2.5103706236024976,1744.8321165394773,-18228.664405936917,0.5019343177206581,1.5123694329728143,-0.2309372851646304,828.2411707675943,True,False,True,114.53419614241423,-59.55181597723491,7.828053509178806e-05,-32.136131093884245,143.36103619163117,9.708564542971118,0.0017231136616037285,0.16332310094946964,0.6102356399559957,True,1.0,0.0017231136616037285,9.708564542971118,hs-SNR,,,,,,,,,,,0.36710573226148013,0.09968025743836921,0.0,111.98455505175849,0.09967994360800436,0.03750992201892698,-32.170650378402726,-59.31159415994553,Deflagration,0.0017132764889860978,0.36710573226148013,0.36437261144180705,0.5773502075102407,1.0014324239909085,True,144.4437502012399,11.907449537069857
8,451.7132887336708,-0.0018763850568637558,-65.67767573493681,321.64267238657925,-379.99641600351606,0.9912781581572307,0.12907956761355988,9.340115840747755,4.875428722164781,-2785.4373676821447,14669.264906873606,0.5978422258522872,3.1476004138810687,-0.5071492980181089,494.01853512090287,True,False,True,111.42733038280943,-60.74651205034456,6.145181844209564e-05,-46.63025378416234,145.16860662020238,10.202455466630935,0.0017650953759126289,0.14273791714750342,0.6106213479843597,True,1.0,0.0017650953759126289,10.202455466630935,hs-SNR,,,,,,,,,,,0.31897375709940545,0.09222918911080706,0.0,109.1410836087012,0.09222875763781466,-0.03321202940087641,-46.63858013687833,-60.65170831511878,Deflagration,0.0017580664251729623,0.31897375709940545,0.3168018459584828,0.5773502678093895,1.0009979610064401,True,146.12920762544792,12.652666454852174
9,414.98276312343245,-0.002718184493263171,-71.93141439721656,309.205465858359,-413.4690570937839,0.9974940882520942,0.12908363806104214,6.925985548428329,4.27458479138401,-3358.628829419484,5366.231685827079,0.5758996146080675,2.443927185671084,-0.5304641985236677,1014.1525641673697,True,False,True,111.24246272954643,-66.26961136955828,8.147900880640108e-06,-51.22923461928774,144.32993024102717,8.004456413016529,0.0017794798792849017,0.14094278285917006,0.6107523801639205,True,1.0,0.0017794798792849017,8.004456413016529,hs-SNR,,,,,,,,,,,0.3139773279598215,0.09703765291620649,0.0,108.95833939930854,0.09703720946193328,0.0015719788579471325,-51.22516692056037,-66.15966381274873,Deflagration,0.0017726056160786243,0.3139773279598215,0.3118431366446293,0.577350186528776,1.0009670775050281,True,145.21196534494342,12.844503381308149
